id,code,name,postalCode,level,parentId,hasHomeDelivery,hasPickupPoint,Commune,,,,,,,,,
a55f84eb-c1a9-4970-bbcb-c1bf62c4d78d,13,Ouled Ahmed Timmi,13000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Tsabit,,,,,,,,,2
ada5bb27-ffe5-4977-a917-3105c2b3d9c6,14,Tiaret,14,wilaya,,TRUE,TRUE,Zaouiet Kounta,,,,,,,,,1
6c42e122-cc0b-445e-96c9-8a467ff3af65,14,Ouled Aissa,14000,commune,bcb30485-37b5-4135-a508-acad8a8a9cf8,TRUE,TRUE,Abou El Hassane,,,,,,,,,2
d1dae286-661e-4153-89b1-9c972a2f80f4,15,Ouled Said,15000,commune,bcb30485-37b5-4135-a508-acad8a8a9cf8,TRUE,TRUE,Ain Merane,,,,,,,,,1
5bef8e95-fad8-4a15-95f0-8d6f5c80f69e,15,Tizi Ouzou,15,wilaya,,TRUE,TRUE,Benairia,,,,,,,,,1
d134c182-7dac-4655-9d9b-bbdb62aa2ec4,16,Alger,16,wilaya,,TRUE,TRUE,Beni  Bouattab,,,,,,,,,1
6616ee32-c281-4e7e-954a-ec295e97b888,16,Reggane,16000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Beni Haoua,,,,,,,,,1
9ee8eac2-77e5-4d70-ac49-bde455d06bee,17,Djelfa,17,wilaya,,TRUE,TRUE,Beni Rached,,,,,,,,,2
97629e30-cb74-483c-a773-b4f6a0022448,17,Sali,17000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Boukadir,,,,,,,,,1
5f95be30-bd1c-41fd-b631-937846cd7efc,18,Sebaa,18000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Bouzeghaia,,,,,,,,,1
dc851e52-55b2-4beb-a7f1-79d4e73e9458,18,Jijel,18,wilaya,,TRUE,TRUE,Breira,,,,,,,,,1
f1b09257-66a2-4d34-afe9-86f9f9c6acf1,19,Talmine,19000,commune,bcb30485-37b5-4135-a508-acad8a8a9cf8,TRUE,TRUE,Chettia,,,,,,,,,2
56ee938d-7887-408e-8731-364d07ad3594,19,Setif,19,wilaya,,TRUE,TRUE,Chlef,,,,,,,,,4
3175242c-720d-4487-99e1-579d87f0e9ea,20,Tamantit,20000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Dahra,,,,,,,,,3
27b2042a-77f8-4c91-b62d-60934fa0daca,20,Saida,20,wilaya,,TRUE,TRUE,El Hadjadj,,,,,,,,,3
cf9be3f1-0377-40bc-9b10-0826c61d8a61,21,Tamest,21000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,El Karimia,,,,,,,,,1
a9df7e26-1086-4319-8a93-19969c99c89b,21,Skikda,21,wilaya,,TRUE,TRUE,El Marsa,,,,,,,,,1
2cec2b2a-cc37-480a-9183-59fdfdb65cd4,22,Sidi Bel Abbes,22,wilaya,,TRUE,TRUE,Harchoun,,,,,,,,,1
6c6149d5-b34c-4e0f-af57-4b56b6179082,22,Timekten,22000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Herenfa,,,,,,,,,1
3fd318e8-7c24-480c-a106-21f6c842583d,23,Annaba,23,wilaya,,TRUE,TRUE,Labiod Medjadja,,,,,,,,,2
2d1e61ff-e2af-4b4d-a592-0a6436c5fffd,24,Guelma,24,wilaya,,TRUE,TRUE,Moussadek,,,,,,,,,3
b6f63f60-e149-42c6-a04a-418889adfbeb,24,Timimoun,24000,commune,bcb30485-37b5-4135-a508-acad8a8a9cf8,TRUE,TRUE,Oued Fodda,,,,,,,,,3
e9a1e9cf-8475-4768-94cc-0888d094ff47,25,Constantine,25,wilaya,,TRUE,TRUE,Oued Goussine,,,,,,,,,1
10786d8c-d70b-446d-b6ce-1d41d99d64ce,25,Tinerkouk,25000,commune,bcb30485-37b5-4135-a508-acad8a8a9cf8,TRUE,TRUE,Oued Sly,,,,,,,,,1
0e0f2d43-6d78-47dd-8bb7-0f2771cb97ff,26,Medea,26,wilaya,,TRUE,TRUE,Ouled Abbes,,,,,,,,,2
0cd63e5b-3055-45a8-81c9-df07b0128540,26,Tit,26000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Ouled Ben Abdelkader,,,,,,,,,1
669d3f83-601b-4521-99a5-e03d2d4b8404,27,Tsabit,27000,commune,6e978fc5-f20a-4b5f-9adf-61dd21a7672a,TRUE,TRUE,Ouled Fares,,,,,,,,,2
d7175ca6-6dd7-4dfb-a399-d388e782473a,27,Mostaganem,27,wilaya,,TRUE,TRUE,Oum Drou,,,,,,,,,1
